ID,Common_name,Latitude,Longitude
110787,Little Pied Bat,-30.53697195,149.1361314
110788,Little Pied Bat,-30.53697195,149.1361314
110789,Little Pied Bat,-30.53697195,149.1361314
110790,Little Pied Bat,-31.48919114,149.1898468
110791,Little Pied Bat,-31.48919114,149.1898468
110792,Little Pied Bat,-31.48919114,149.1898468
110793,Little Pied Bat,-31.48919114,149.1898468
110794,Julia Creek Dunnart,-22.06345562,143.4197542
110795,Julia Creek Dunnart,-22.06345562,143.4197542
110796,Julia Creek Dunnart,-22.06345562,143.4197542
110797,Julia Creek Dunnart,-22.06345562,143.4197542
110798,Dusky Hopping-mouse,-29.22362453,139.9980636
110799,Dusky Hopping-mouse,-29.64617306,138.7296971
110800,Dusky Hopping-mouse,-29.64617306,138.7296971
110801,Dusky Hopping-mouse,-31.50136636,140.5628454
110802,Dusky Hopping-mouse,-31.50136636,140.5628454
110803,Dusky Hopping-mouse,-29.64617306,138.7296971
110804,Southern Brown Bandicoot (south-eastern Australia),-36.53324171,149.7389788
110805,Southern Brown Bandicoot (south-eastern Australia),-36.53324171,149.7389788
110806,Long-nosed Potoroo (south-eastern mainland),-36.53324171,149.7389788
110807,Long-nosed Potoroo (south-eastern mainland),-36.53324171,149.7389788
110808,"Koala (combined populations of Qld, NSW and the ACT)",-36.53324171,149.7389788
110809,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110810,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110811,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110812,Eastern Barred Bandicoot (Tasmania),-41.42075532,145.788359
110813,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110814,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110815,Eastern Barred Bandicoot (Tasmania),-42.65599782,147.7519754
110816,Yellow-bellied Glider,-37.75060845,148.9293261
110817,Yellow-bellied Glider,-37.75060845,148.9293261
110818,Greater Glider (southern and central),-37.67163105,146.4117217
110819,Yellow-bellied Glider,-36.84486422,148.0156427
110820,Greater Glider (southern and central),-37.34715227,148.3701071
110821,Greater Glider (southern and central),-37.67163105,146.4117217
110822,Greater Glider (southern and central),-37.20899415,146.8452524
110823,Yellow-bellied Glider,-37.67163105,146.4117217
110824,Greater Glider (southern and central),-37.21970708,144.8841341
110825,Greater Glider (southern and central),-38.42609551,146.1559245
110826,Yellow-bellied Glider,-37.20899415,146.8452524
110827,Yellow-bellied Glider,-37.67163105,146.4117217
110828,Yellow-bellied Glider,-37.75060845,148.9293261
110829,Greater Glider (southern and central),-37.20899415,146.8452524
110830,Yellow-bellied Glider,-37.20899415,146.8452524
110831,Greater Glider (southern and central),-36.88372003,146.7575184
110832,Yellow-bellied Glider,-37.20899415,146.8452524
110833,Greater Glider (southern and central),-37.11906715,148.6075466
110834,Greater Glider (southern and central),-37.75060845,148.9293261
110835,Greater Glider (southern and central),-37.11906715,148.6075466
110836,Yellow-bellied Glider,-37.34715227,148.3701071
110837,Greater Glider (southern and central),-37.11906715,148.6075466
110838,Greater Glider (southern and central),-37.11906715,148.6075466
110839,Greater Glider (southern and central),-37.11906715,148.6075466
110840,Greater Glider (southern and central),-36.88372003,146.7575184
110841,Greater Glider (southern and central),-36.88372003,146.7575184
110842,Greater Glider (southern and central),-36.88372003,146.7575184
110843,Greater Glider (southern and central),-36.88372003,146.7575184
110844,Greater Glider (southern and central),-36.88372003,146.7575184
110845,Greater Glider (southern and central),-36.88372003,146.7575184
110846,Greater Glider (southern and central),-36.88372003,146.7575184
110847,Greater Glider (southern and central),-36.88372003,146.7575184
110848,Greater Glider (southern and central),-36.88372003,146.7575184
110849,Greater Glider (southern and central),-36.88372003,146.7575184
110850,Greater Glider (southern and central),-36.88372003,146.7575184
110851,Greater Glider (southern and central),-37.21970708,144.8841341
110852,Greater Glider (southern and central),-37.21970708,144.8841341
110853,Greater Glider (southern and central),-37.34715227,148.3701071
110854,Brush-tailed Phascogale,-36.85791566,143.9087018
110855,Brush-tailed Phascogale,-36.85791566,143.9087018
110856,Brush-tailed Phascogale,-36.85791566,143.9087018
110857,Brush-tailed Phascogale,-36.85791566,143.9087018
110858,Brush-tailed Phascogale,-36.85791566,143.9087018
110859,Brush-tailed Phascogale,-36.85791566,143.9087018
110860,Brush-tailed Phascogale,-36.85791566,143.9087018
110861,Greater Glider (southern and central),-37.67163105,146.4117217
110862,Greater Glider (southern and central),-37.11906715,148.6075466
110863,Greater Glider (southern and central),-37.21970708,144.8841341
110864,Greater Glider (southern and central),-37.21970708,144.8841341
110865,Greater Glider (southern and central),-37.67163105,146.4117217
110866,Greater Glider (southern and central),-37.67163105,146.4117217
110867,Greater Glider (southern and central),-37.67163105,146.4117217
110868,Greater Glider (southern and central),-36.88372003,146.7575184
110869,Greater Glider (southern and central),-37.67163105,146.4117217
110870,Greater Glider (southern and central),-37.21970708,144.8841341
110871,Greater Glider (southern and central),-37.67163105,146.4117217
110872,Yellow-bellied Glider,-37.67163105,146.4117217
110873,Greater Glider (southern and central),-37.21970708,144.8841341
110874,Yellow-bellied Glider,-37.34715227,148.3701071
110875,Yellow-bellied Glider,-37.34715227,148.3701071
110876,Yellow-bellied Glider,-37.75060845,148.9293261
110877,Yellow-bellied Glider,-37.34715227,148.3701071
110878,Yellow-bellied Glider,-37.75060845,148.9293261
110879,Yellow-bellied Glider,-37.34715227,148.3701071
110880,Yellow-bellied Glider,-37.34715227,148.3701071
110881,Boodie (Shark Bay),-25.01534752,114.4114369
110882,Northern Quoll,-16.86243886,126.7464497
110883,Arnhem Rock-rat,-12.72421308,131.1774919
110884,Arnhem Rock-rat,-12.96289089,133.073796
110885,Kakadu Pebble-mouse,-12.96289089,133.073796
110886,Arnhem Rock-rat,-12.72421308,131.1774919
110887,Arnhem Rock-rat,-12.96289089,133.073796
110888,Arnhem Rock-rat,-12.96289089,133.073796
110889,Arnhem Rock-rat,-13.42007809,132.0247895
110890,Arnhem Rock-rat,-12.96289089,133.073796
110891,Arnhem Rock-rat,-12.96289089,133.073796
110892,Arnhem Rock-rat,-12.96289089,133.073796
110893,Arnhem Rock-rat,-13.42007809,132.0247895
110894,Arnhem Rock-rat,-13.42007809,132.0247895
110895,Arnhem Rock-rat,-12.96289089,133.073796
110896,Arnhem Rock-rat,-12.96289089,133.073796
110897,Arnhem Rock-rat,-12.96289089,133.073796
110898,Arnhem Rock-rat,-12.96289089,133.073796
110899,Kakadu Pebble-mouse,-12.72421308,131.1774919
110900,Kakadu Pebble-mouse,-13.42008,132.0248
110901,Kakadu Pebble-mouse,-12.72421308,131.1774919
110902,Kakadu Pebble-mouse,-12.72421308,131.1774919
110903,Kakadu Pebble-mouse,-12.72421308,131.1774919
110904,Kakadu Pebble-mouse,-14.28789015,131.6463585
110905,Kakadu Pebble-mouse,-14.28789015,131.6463585
110906,Kakadu Pebble-mouse,-14.28789015,131.6463585
110907,Kakadu Pebble-mouse,-13.42007809,132.0247895
110908,Kakadu Pebble-mouse,-12.72421308,131.1774919
110909,"Djoongari, Shark Bay Mouse",-24.98923633,113.1087818
110910,"Djoongari, Shark Bay Mouse",-24.98923633,113.1087818
110911,Golden Bandicoot (Barrow Island),-20.66052834,117.0795967
110912,Western Ringtail Possum,-34.15050767,116.6498318
110913,Western Ringtail Possum,-34.15050767,116.6498318
110914,Western Ringtail Possum,-34.15050767,116.6498318
110915,Tasmanian Devil,-41.88347776,146.308075
110916,Tasmanian Devil,-41.88347776,146.308075
110917,Tasmanian Devil,-41.88347776,146.308075
110918,Tasmanian Devil,-41.88347776,146.308075
110919,Tasmanian Devil,-41.88347776,146.308075
110920,Tasmanian Devil,-41.88347776,146.308075
110921,Tasmanian Devil,-41.88347776,146.308075
110922,Tasmanian Devil,-41.88347776,146.308075
110923,Tasmanian Devil,-41.88347776,146.308075
110924,Tasmanian Devil,-41.88347776,146.308075
110925,Tasmanian Devil,-41.88347776,146.308075
110926,Tasmanian Devil,-41.88347776,146.308075
110927,Tasmanian Devil,-41.88347776,146.308075
110928,Tasmanian Devil,-41.88347776,146.308075
110929,Tasmanian Devil,-41.88347776,146.308075
110930,Tasmanian Devil,-41.88347776,146.308075
110931,Tasmanian Devil,-41.88347776,146.308075
110932,Tasmanian Devil,-41.88347776,146.308075
110933,Tasmanian Devil,-41.88347776,146.308075
110934,Tasmanian Devil,-41.88347776,146.308075
110935,Tasmanian Devil,-41.88347776,146.308075
110936,Tasmanian Devil,-41.88347776,146.308075
110937,Tasmanian Devil,-41.88347776,146.308075
110938,Tasmanian Devil,-41.88347776,146.308075
110939,Tasmanian Devil,-41.88347776,146.308075
110940,Tasmanian Devil,-41.88347776,146.308075
110941,Tasmanian Devil,-41.88347776,146.308075
110942,Tasmanian Devil,-41.88347776,146.308075
110943,Tasmanian Devil,-41.88347776,146.308075
110944,Tasmanian Devil,-41.88347776,146.308075
110945,Tasmanian Devil,-41.88347776,146.308075
110946,Tasmanian Devil,-41.88347776,146.308075
110947,Tasmanian Devil,-41.88347776,146.308075
110948,Tasmanian Devil,-41.88347776,146.308075
110949,Tasmanian Devil,-41.88347776,146.308075
110950,Tasmanian Devil,-41.88347776,146.308075
110951,Tasmanian Devil,-41.88347776,146.308075
110952,Tasmanian Devil,-41.88347776,146.308075
110953,Tasmanian Devil,-41.88347776,146.308075
110954,Tasmanian Devil,-41.88347776,146.308075
110955,Tasmanian Devil,-41.88347776,146.308075
110956,Tasmanian Devil,-41.88347776,146.308075
110957,Tasmanian Devil,-41.88347776,146.308075
110958,Tasmanian Devil,-41.88347776,146.308075
110959,Tasmanian Devil,-41.88347776,146.308075
110960,Tasmanian Devil,-41.88347776,146.308075
110961,Tasmanian Devil,-41.88347776,146.308075
110962,Tasmanian Devil,-41.88347776,146.308075
110963,Tasmanian Devil,-41.88347776,146.308075
110964,Tasmanian Devil,-41.88347776,146.308075
110965,Tasmanian Devil,-41.88347776,146.308075
110966,Tasmanian Devil,-41.88347776,146.308075
110967,Tasmanian Devil,-41.88347776,146.308075
110968,Tasmanian Devil,-41.88347776,146.308075
110969,Tasmanian Devil,-41.88347776,146.308075
110970,Tasmanian Devil,-41.88347776,146.308075
110971,Tasmanian Devil,-41.88347776,146.308075
110972,Tasmanian Devil,-41.88347776,146.308075
110973,Tasmanian Devil,-41.88347776,146.308075
110974,Tasmanian Devil,-41.88347776,146.308075
110975,Tasmanian Devil,-41.88347776,146.308075
110976,Tasmanian Devil,-41.88347776,146.308075
110977,Tasmanian Devil,-41.88347776,146.308075
110978,Tasmanian Devil,-41.88347776,146.308075
110979,Tasmanian Devil,-41.88347776,146.308075
110980,Tasmanian Devil,-41.88347776,146.308075
110981,Tasmanian Devil,-41.88347776,146.308075
110982,Tasmanian Devil,-41.88347776,146.308075
110983,Tasmanian Devil,-41.88347776,146.308075
110984,Tasmanian Devil,-41.88347776,146.308075
110985,Tasmanian Devil,-41.88347776,146.308075
110986,Tasmanian Devil,-41.88347776,146.308075
110987,Tasmanian Devil,-41.88347776,146.308075
110988,Tasmanian Devil,-41.88347776,146.308075
110989,Tasmanian Devil,-41.88347776,146.308075
110990,Tasmanian Devil,-41.88347776,146.308075
110991,Tasmanian Devil,-41.88347776,146.308075
110992,Tasmanian Devil,-41.88347776,146.308075
110993,Tasmanian Devil,-41.88347776,146.308075
110994,Tasmanian Devil,-41.88347776,146.308075
110995,Tasmanian Devil,-41.88347776,146.308075
110996,Tasmanian Devil,-41.88347776,146.308075
110997,Tasmanian Devil,-41.88347776,146.308075
110998,Tasmanian Devil,-41.88347776,146.308075
110999,Tasmanian Devil,-41.88347776,146.308075
111000,Tasmanian Devil,-41.88347776,146.308075
111001,Tasmanian Devil,-41.88347776,146.308075
111002,Tasmanian Devil,-41.88347776,146.308075
111003,Tasmanian Devil,-41.88347776,146.308075
111004,Tasmanian Devil,-41.88347776,146.308075
111005,Tasmanian Devil,-41.88347776,146.308075
111006,Tasmanian Devil,-41.88347776,146.308075
111007,Tasmanian Devil,-41.88347776,146.308075
111008,Tasmanian Devil,-41.88347776,146.308075
111009,Tasmanian Devil,-41.88347776,146.308075
111010,Tasmanian Devil,-41.88347776,146.308075
111011,Tasmanian Devil,-41.88347776,146.308075
111012,Tasmanian Devil,-41.88347776,146.308075
111013,Tasmanian Devil,-41.88347776,146.308075
111014,Tasmanian Devil,-41.88347776,146.308075
111015,Tasmanian Devil,-41.88347776,146.308075
111016,Tasmanian Devil,-41.88347776,146.308075
111017,Tasmanian Devil,-41.88347776,146.308075
111018,Tasmanian Devil,-41.88347776,146.308075
111019,Tasmanian Devil,-41.88347776,146.308075
111020,Tasmanian Devil,-41.88347776,146.308075
111021,Tasmanian Devil,-41.88347776,146.308075
111022,Tasmanian Devil,-41.88347776,146.308075
111023,Tasmanian Devil,-41.88347776,146.308075
111024,Tasmanian Devil,-41.88347776,146.308075
111025,Tasmanian Devil,-41.88347776,146.308075
111026,Tasmanian Devil,-41.88347776,146.308075
111027,Tasmanian Devil,-41.88347776,146.308075
111028,Tasmanian Devil,-41.88347776,146.308075
111029,Tasmanian Devil,-41.88347776,146.308075
111030,Tasmanian Devil,-41.88347776,146.308075
111031,Tasmanian Devil,-41.88347776,146.308075
111032,Tasmanian Devil,-41.88347776,146.308075
111033,Tasmanian Devil,-41.88347776,146.308075
111034,Tasmanian Devil,-41.88347776,146.308075
111035,Tasmanian Devil,-41.88347776,146.308075
111036,Tasmanian Devil,-41.88347776,146.308075
111037,Tasmanian Devil,-41.88347776,146.308075
111038,Tasmanian Devil,-41.88347776,146.308075
111039,Tasmanian Devil,-41.88347776,146.308075
111040,Tasmanian Devil,-41.88347776,146.308075
111041,Tasmanian Devil,-41.88347776,146.308075
111042,Greater Stick-nest Rat,-30.47277154,136.3084164
111043,Bilby,-30.47277154,136.3084164
111044,Western Barred Bandicoot,-30.47277154,136.3084164
111045,Boodie,-30.47277154,136.3084164
111046,Plains Mouse,-30.47277154,136.3084164
111047,Water Mouse,-27.20516781,153.3374921
111048,Kowari,-26.95205403,139.7664607
111049,Kowari,-26.95205403,139.7664607
111050,"Long-nosed Potoroo (south-eastern Queensland, north-eastern New South Wales)",-28.1389383,152.7925025
111051,Large-eared Pied Bat,-28.1389383,152.7925025
111052,Mountain Pygmy-possum,-36.0760009,148.4682667
111053,Mountain Pygmy-possum,-36.0760009,148.4682667
111054,Mountain Pygmy-possum,-36.0760009,148.4682667
111055,Mountain Pygmy-possum,-36.076,148.4683
111056,Mountain Pygmy-possum,-36.0760009,148.4682667
111057,Mountain Pygmy-possum,-36.0760009,148.4682667
111058,Mountain Pygmy-possum,-36.0760009,148.4682667
111059,Mountain Pygmy-possum,-36.076,148.4683
111060,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111061,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111062,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111063,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111064,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111065,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111066,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111067,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111068,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111069,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111070,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111071,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111072,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111073,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111074,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111075,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111076,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111077,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111078,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111079,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111080,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111081,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111082,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111083,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111084,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111085,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111086,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111087,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111088,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111089,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111090,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111091,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111092,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111093,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111094,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111095,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111096,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111097,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111098,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111099,"Koala (combined populations of Qld, NSW and the ACT)",-30.18246033,152.6123449
111100,"Koala (combined populations of Qld, NSW and the ACT)",-30.18246033,152.6123449
111101,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111102,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111103,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111104,"Koala (combined populations of Qld, NSW and the ACT)",-30.42953667,152.9262964
111105,Yellow-footed Rock-wallaby,-30.92166381,142.4356037
111106,Yellow-footed Rock-wallaby,-30.92166381,142.4356037
111107,Spectacled Flying-fox,-17.43534171,145.7600259
111108,Long-nosed Potoroo (Tasmania),-41.42075532,145.788359
111109,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111110,Eastern Bettong,-42.65599782,147.7519754
111111,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111112,Eastern Bettong,-42.65599782,147.7519754
111113,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111114,Long-nosed Potoroo (Tasmania),-41.42075532,145.788359
111115,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111116,Eastern Bettong,-42.65599782,147.7519754
111117,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111118,Eastern Bettong,-42.65599782,147.7519754
111119,Long-nosed Potoroo (Tasmania),-42.65599782,147.7519754
111120,Eastern Bettong,-42.65599782,147.7519754
111121,Eastern Barred Bandicoot,-37.21970708,144.8841341
111122,Eastern Barred Bandicoot,-37.84704817,143.2517563
111123,Eastern Barred Bandicoot,-37.84704817,143.2517563
111124,Eastern Barred Bandicoot,-37.84704817,143.2517563
111125,Eastern Barred Bandicoot,-37.84704817,143.2517563
111126,Eastern Barred Bandicoot,-37.84704817,143.2517563
111127,Eastern Barred Bandicoot,-37.84704817,143.2517563
111128,Eastern Barred Bandicoot,-37.84704817,143.2517563
111129,Eastern Barred Bandicoot,-37.84704817,143.2517563
111130,Eastern Barred Bandicoot,-37.84704817,143.2517563
111131,Eastern Barred Bandicoot,-37.84704817,143.2517563
111132,Eastern Barred Bandicoot,-37.84704817,143.2517563
111133,Eastern Barred Bandicoot,-37.84704817,143.2517563
111134,Eastern Barred Bandicoot,-37.84704817,143.2517563
111135,Eastern Barred Bandicoot,-37.84704817,143.2517563
111136,Spotted-tailed Quoll (south-eastern mainland),-28.68404142,151.8934121
111137,Southern Right Whale,-38.51214642,142.5392623
111138,Northern Quoll,-22.61249048,117.4847952
111139,Northern Quoll,-22.61249048,117.4847952
111140,Northern Quoll,-20.66052834,117.0795967
111141,Spotted-tailed Quoll (north Queensland),-16.09418496,145.3601964
111142,Spotted-tailed Quoll (north Queensland),-16.09418496,145.3601964
111143,Spotted-tailed Quoll (north Queensland),-16.09418496,145.3601964
111144,Spotted-tailed Quoll (north Queensland),-16.09418496,145.3601964
111145,Tasmanian Devil,-43.13301306,146.7428967
111146,Tasmanian Devil,-42.65599782,147.7519754
111147,Tasmanian Devil,-42.56615211,145.6211809
111148,Tasmanian Devil,-42.65599782,147.7519754
111149,Tasmanian Devil,-41.28197086,146.1451601
111150,Bridled Nailtail Wallaby,-23.15696621,148.745537
200196,No common name,-3.416666667,-46.75
200197,Black-capped capuchin,-3.416666667,-46.75
200198,Red-handed howler monkey,-3.416666667,-46.75
200199,Black bearded saki,-3.416666667,-46.75
200200,Ka'apor capuchin,-3.416666667,-46.75
200201,Azara's night monkey,-3.416666667,-46.75
200202,Collins' squirrel monkey,-3.416666667,-46.75
200352,Black-footed pygmy rice rat / Delta pygmy rice rat,-29.38333333,-50.38333333
200353,Montane akodont,-29.38333333,-50.38333333
200354,Striped delomys,-29.38333333,-50.38333333
200355,Maned wolf,-18.105464,-52.915319
200356,Pampas cat,-18.105464,-52.915319
200357,Hoary fox,-18.105464,-52.915319
200358,Giant anteater,-18.105464,-52.915319
200359,Pampas deer,-18.105464,-52.915319
200360,Mountain lion / Puma / Cougar,-18.105464,-52.915319
200361,Giant armadillo,-18.105464,-52.915319
200362,Jaguar,-18.105464,-52.915319
200363,Jaguarundi,-18.105464,-52.915319
200364,White-lipped peccary,-18.105464,-52.915319
200365,South American tapir,-18.105464,-52.915319
200366,Maned wolf,-19.8645,-50.3459
200367,Pampas cat,-17.835061,-53.342413
200368,Giant anteater,-17.835061,-53.342413
200369,Mountain lion / Puma / Cougar,-17.835061,-53.342413
200370,Giant armadillo,-17.835061,-53.342413
200371,Jaguar,-17.835061,-53.342413
200372,Jaguarundi,-17.835061,-53.342413
200373,White-lipped peccary,-17.835061,-53.342413
200374,South American tapir,-17.835061,-53.342413
200375,Crab-eating raccoon,-0.962915,-46.732228
200376,Crab-eating fox,-0.962915,-46.732228
200377,Tayra,-0.962915,-46.732228
200378,Silky anteater,-0.962915,-46.732228
200379,Southern tamandua,-0.962915,-46.732228
200380,Yellow armadillo/Six-banded armadillo,-0.962915,-46.732228
200381,Common opossum,-0.962915,-46.732228
200382,Ruschi's rat,-20.4987,-43.6828
200383,Serrado Do Mar Grass mouse,-20.4987,-43.6828
200384,Large-lipped crimson-nosed rat,-20.4987,-43.6828
200385,Brazilian shrew mouse,-20.4987,-43.6828
200386,Delicate vesper mouse,-20.4987,-43.6828
200387,Terraced rice rat,-20.4987,-43.6828
200388,Hairy-tailed bolo m,-20.4987,-43.6828
200389,Black-footed pygmy rice rat / Delta pygmy rice rat,-20.4987,-43.6828
200390,Brazilian arboreal mouse,-20.4987,-43.6828
200391,Brown rat / Norway rat,-20.4987,-43.6828
200392,Atlantic forest rhipidomys,-20.4987,-43.6828
200393,Agricola's Gracile Opossum,-20.4987,-43.6828
200394,White-eared opossum,-20.4987,-43.6828
200395,Gray slender opossum,-20.4987,-43.6828
200396,Northern three-striped opossum,-20.4987,-43.6828
200397,Grey short-tailed opossum,-20.4987,-43.6828
200398,Brazilian gracile opossum,-20.4987,-43.6828
200451,Capybara,-19.85143,-43.977867
200452,White-eared opossum,-15.30647,-44.76488
200453,Lindbergh's rice rat,-15.30647,-44.76488
200454,South American water rat,-15.30647,-44.76488
200455,Common punar̩,-15.30647,-44.76488
200468,Jaguar,-26.91388889,-48.66138889
200470,Long-tailed otter / Neotropical otter,-9.386944444,-56.77583333
200471,Giant otter,-9.386944444,-56.77583333
200640,Montane akodont,-23.723892,-46.962314
200641,Brazilian shrew mouse,-23.723892,-46.962314
200642,Soricine akodont,-23.723892,-46.962314
200643,Pallid atlantic forest rat/Pallid delomys,-23.723892,-46.962314
200644,Big-eared opossum / Brazilian common opossum,-23.723892,-46.962314
200645,Brazilian gracile opossum,-23.723892,-46.962314
200646,Lesser Wilfred's mouse,-23.723892,-46.962314
200647,Gray slender opossum,-23.723892,-46.962314
200648,Brazilian slender opossum,-23.723892,-46.962314
200649,Long-nosed short-tailed opossum,-23.723892,-46.962314
200650,Northern three-striped opossum,-23.723892,-46.962314
200651,South American water rat,-23.723892,-46.962314
200652,Black-footed pygmy rice rat / Delta pygmy rice rat,-23.723892,-46.962314
200653,Angouya Oryzomys,-23.723892,-46.962314
200654,Russet Oryzomys,-23.723892,-46.962314
200655,Atlantic forest hocicudo,-23.723892,-46.962314
200656,Southeastern four-eyed opossum,-23.723892,-46.962314
200657,Blacked-spined atlantic tree-rat,-23.723892,-46.962314
200658,Brazilian arboreal mouse,-23.723892,-46.962314
200659,Atlantic forest rhipidomys,-23.723892,-46.962314
200660,Ebony akodont,-23.723892,-46.962314
202586,Yellow pygmy rice rat,-19.8645,-50.3459
202587,Pygmy short-tailed opossum,-19.8645,-50.3459
202588,Amazon river dolphin / Boto,-2.23,-65.72
202589,Guiana dolphin / Tucuxi,-2.23,-65.72
202590,Amazon river dolphin / Boto,-2.23,-65.72
202591,Guiana dolphin / Tucuxi,-2.23,-65.72
220000,Black-shanked douc,12.3346,106.8418
220001,Yellow-cheeked crested gibbon,12.3346,106.8418
220002,Germain's silver langur,12.3346,106.8418
220003,Long-tailed macaque,12.3346,106.8418
220004,Pig-tailed macaque,12.3346,106.8418
220005,Stump-tailed macaque,12.3346,106.8418
220006,Banteng,12.3346,106.8418
220007,Gaur,12.3346,106.8418
220008,Wild pig,12.3346,106.8418
220009,Northern red muntjac,12.3346,106.8418
220010,Clouded leopard,20.456,103.636
220011,Leopard cat,20.456,103.636
220012,Marbled cat,20.456,103.636
230102,Tailed Tailless Bat,-22.246389,-47.826111
230103,Great Fruit-eating Bat,-22.246389,-47.826111
230104,Seba's Short-tailed Bat,-22.246389,-47.826111
230105,Common Vampire Bat,-22.246389,-47.826111
230106,Brazilian Brown Bat,-22.246389,-47.826111
230107,Pallas's Long-tongued Bat,-22.246389,-47.826111
230108,Pale Spear-nosed Bat,-22.246389,-47.826111
230109,White-lined Bat,-22.246389,-47.826111
230110,Little Yellow-shouldered Bat,-22.246389,-47.826111
230111,Tent-making Bat,-22.246389,-47.826111
230112,Black Myotis,-22.246389,-47.826111
230113,Tailed Tailless Bat,-25.82864,-50.06095
230114,Great Fruit-eating Bat,-25.82864,-50.06095
230115,Dark Fruit-eating Bat,-25.82864,-50.06095
230116,Seba's Short-tailed Bat,-25.82864,-50.06095
230117,Woolly False Vampire Bat,-25.82864,-50.06095
230118,Common Vampire Bat,-25.82864,-50.06095
230119,Brazilian Brown Bat,-25.82864,-50.06095
230120,Diminutive Serotine,-25.82864,-50.06095
230121,Tropical Big-eared Brown Bat,-25.82864,-50.06095
230122,Little Big-eared Bat,-25.82864,-50.06095
230123,Southern Golden Bat,-25.82864,-50.06095
230124,Little Yellow-shouldered Bat,-25.82864,-50.06095
230125,Black Myotis,-25.82864,-50.06095
230214,Tailed Tailless Bat,-22.9733333,-43.0280555
230215,Fringed Fruit-eating Bat,-22.9733333,-43.0280555
230216,Great Fruit-eating Bat,-22.9733333,-43.0280555
230217,Dark Fruit-eating Bat,-22.9733333,-43.0280555
230218,Seba's Short-tailed Bat,-22.9733333,-43.0280555
230219,Hairy Big-eyed Bat,-22.9733333,-43.0280555
